,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
11923,0,76042813,41810163586015,BOG,262703.33,restaurante,corrientazo,2022-09-23,2022-09-30,2022-09-29,2022-09-01,2022-09-01,2022-09-01,-1.0,4,3,493.0,1.0
11924,0,76042813,118387500193980,BOG,289088.16,restaurante,corrientazo,2022-10-08,2022-10-15,2022-10-15,2022-10-01,2022-10-01,2022-10-01,0.0,5,3,887.3333333333334,2.0
11925,0,76042813,18559935636455,BOG,296785.69,restaurante,corrientazo,2022-10-19,2022-10-26,2022-10-26,2022-10-01,2022-10-01,2022-10-01,0.0,2,7,745.5714285714286,1.0
11926,0,76042813,139908702340533,BOG,317462.2,restaurante,corrientazo,2022-11-02,2022-11-09,2022-11-09,2022-11-01,2022-11-01,2022-11-01,0.0,2,11,864.0909090909091,1.0
11927,0,76042813,3614066625744,BOG,414354.83,restaurante,corrientazo,2022-11-12,2022-11-19,2022-11-19,2022-11-01,2022-11-01,2022-11-01,0.0,5,18,768.0,1.0
11928,0,76047813,7990573721288,BOG,299553.89,restaurante,cafetería,2022-12-13,2022-12-20,2022-12-20,2022-12-01,2022-12-01,2022-12-01,0.0,1,18,366.6666666666667,1.0
11929,0,76047813,109914292453964,BOG,299960.59,restaurante,cafetería,2022-12-23,2022-12-30,2023-01-11,2022-12-01,2022-12-01,2023-01-01,12.0,4,24,462.3333333333333,1.0
11930,0,76047813,71742928129678,BOG,270814.3,restaurante,cafetería,2023-01-18,2023-01-25,2023-01-25,2023-01-01,2023-01-01,2023-01-01,0.0,2,34,654.7941176470588,1.0
11931,0,76047813,71742928129678,BOG,270814.3,restaurante,cafetería,2023-01-18,2023-01-25,2023-01-25,2023-01-01,2023-01-01,2023-01-01,0.0,2,34,654.7941176470588,1.0
11932,1,76049555,39924218022019,BOG,251374.89,restaurante,comida rápida,2022-10-12,2022-10-19,2022-12-01,2022-10-01,2022-10-01,2022-12-01,43.0,2,3,119.33333333333331,22.0
11933,0,76049555,68345314493497,BOG,111057.06,restaurante,comida rápida,2022-12-08,2022-12-15,2022-12-27,2022-12-01,2022-12-01,2022-12-01,12.0,3,0,0.0,60.0
11934,0,76049555,12477282495870,BOG,264200.0,restaurante,comida rápida,2023-01-10,2023-01-17,2023-01-26,2023-01-01,2023-01-01,2023-01-01,9.0,1,0,0.0,60.0
11935,0,76049555,108952025089612,BOG,116750.0,restaurante,comida rápida,2023-01-28,2023-02-04,2023-02-15,2023-01-01,2023-02-01,2023-02-01,11.0,5,0,0.0,60.0
11936,0,76049555,364374101995729,BOG,141376.86,restaurante,comida rápida,2023-04-10,2023-04-17,1899-12-30,2023-04-01,2023-04-01,1899-12-01,-45033.0,0,0,0.0,60.0
11937,0,76050578,14579368583997,BOG,380875.85,restaurante,corrientazo,2022-08-19,2022-08-26,2022-08-25,2022-08-01,2022-08-01,2022-08-01,-1.0,4,0,0.0,60.0
11938,0,76050578,23356605999751,BOG,188925.94,restaurante,corrientazo,2022-09-08,2022-09-15,2022-09-16,2022-09-01,2022-09-01,2022-09-01,1.0,3,0,0.0,60.0
11939,0,76050578,13723426580007,BOG,495339.16,restaurante,corrientazo,2022-09-22,2022-09-29,2022-10-01,2022-09-01,2022-09-01,2022-10-01,2.0,3,0,0.0,60.0
11940,0,76050578,9845449973810,BOG,135191.45,restaurante,corrientazo,2022-10-06,2022-10-13,2022-10-12,2022-10-01,2022-10-01,2022-10-01,-1.0,3,0,0.0,60.0
11941,0,76050578,63869881503395,BOG,258117.47,restaurante,corrientazo,2022-10-13,2022-10-20,2022-10-22,2022-10-01,2022-10-01,2022-10-01,2.0,3,0,0.0,60.0
11942,0,76059684,578036394350,BOG,71459.78,restaurante,parrilla/asadero,2022-09-30,2022-10-07,1899-12-30,2022-09-01,2022-10-01,1899-12-01,-44841.0,4,31,252.3548387096774,0.0
11943,0,76069528,23446230616389,BAQ,228512.36,restaurante,fritos,2023-06-14,2023-06-21,2023-06-20,2023-06-01,2023-06-01,2023-06-01,-1.0,2,10,377.9,0.0
11944,0,76069528,70356841484190,BAQ,132977.67,restaurante,fritos,2023-06-23,2023-06-30,2023-06-28,2023-06-01,2023-06-01,2023-06-01,-2.0,4,51,243.6078431372549,0.0
11945,0,76069528,421133440448713,BAQ,294383.85,restaurante,fritos,2023-07-03,2023-07-10,2023-07-10,2023-07-01,2023-07-01,2023-07-01,0.0,0,87,236.48275862068965,0.0
11946,0,76069528,164032755245274,BAQ,202892.79,restaurante,fritos,2023-07-13,2023-07-20,2023-07-19,2023-07-01,2023-07-01,2023-07-01,-1.0,3,127,272.4803149606299,0.0
11947,0,76069528,51327771640232,BAQ,75068.29,restaurante,fritos,2023-07-22,2023-07-29,2023-07-28,2023-07-01,2023-07-01,2023-07-01,-1.0,5,161,284.48447204968943,0.0
11948,0,76151951,27390238031660,BOG,471881.65,restaurante,empanadas/arepas,2022-08-26,2022-09-02,2022-09-05,2022-08-01,2022-09-01,2022-09-01,3.0,4,11,475.8181818181818,1.0
11949,0,76151951,180978919489243,BOG,263752.51,restaurante,empanadas/arepas,2022-09-16,2022-09-23,2022-09-23,2022-09-01,2022-09-01,2022-09-01,0.0,4,17,494.6470588235294,0.0
11950,0,76151951,375286020448609,BOG,339233.18,restaurante,empanadas/arepas,2022-10-19,2022-10-26,2022-10-25,2022-10-01,2022-10-01,2022-10-01,-1.0,2,29,401.5172413793104,0.0
11951,0,76151951,57741216813212,BOG,382927.8,restaurante,empanadas/arepas,2022-11-07,2022-11-14,2022-11-17,2022-11-01,2022-11-01,2022-11-01,3.0,0,24,364.5416666666667,0.0
11952,0,76151951,75753968893546,BOG,228789.8,restaurante,empanadas/arepas,2022-12-15,2022-12-22,2022-12-27,2022-12-01,2022-12-01,2022-12-01,5.0,3,19,342.42105263157896,0.0
11953,0,76305608,44451476853586,BOG,293324.67,restaurante,panadería/pastelería,2022-08-31,2022-09-07,2022-09-06,2022-08-01,2022-09-01,2022-09-01,-1.0,2,15,375.3333333333333,1.0
11954,0,76305608,64245490962799,BOG,128499.77,restaurante,panadería/pastelería,2022-09-10,2022-09-17,2022-09-17,2022-09-01,2022-09-01,2022-09-01,0.0,5,18,235.44444444444449,0.0
11955,0,76305608,41695235517763,BOG,265299.96,restaurante,panadería/pastelería,2022-09-22,2022-09-29,2022-09-26,2022-09-01,2022-09-01,2022-09-01,-3.0,3,22,175.0909090909091,1.0
11956,0,76305608,30860265727429,BOG,295299.96,restaurante,panadería/pastelería,2022-10-04,2022-10-11,2022-10-10,2022-10-01,2022-10-01,2022-10-01,-1.0,1,22,172.86363636363637,3.0
11957,0,76305608,72761016235304,BOG,114908.15,restaurante,panadería/pastelería,2022-11-30,2022-12-07,2022-12-07,2022-11-01,2022-12-01,2022-12-01,0.0,2,13,379.6923076923077,7.0
11958,0,76323893,12663578427848,BOG,150503.0,restaurante,cafetería,2022-08-20,2022-08-27,2022-08-26,2022-08-01,2022-08-01,2022-08-01,-1.0,5,7,270.7142857142857,1.0
11959,0,76323893,38340736177242,BOG,491317.0,restaurante,cafetería,2022-08-31,2022-09-07,2022-09-09,2022-08-01,2022-09-01,2022-09-01,2.0,2,21,191.52380952380952,0.0
11960,0,76323893,62236271280337,BOG,458303.45,restaurante,cafetería,2022-09-10,2022-09-17,2022-09-16,2022-09-01,2022-09-01,2022-09-01,-1.0,5,24,199.0,1.0
11961,0,76323893,31699366656270,BOG,499145.89,restaurante,cafetería,2022-09-20,2022-09-27,2022-09-28,2022-09-01,2022-09-01,2022-09-01,1.0,1,35,205.54285714285717,1.0
11962,0,76323893,24197782276409,BOG,497684.22,restaurante,cafetería,2022-09-29,2022-10-06,2022-10-07,2022-09-01,2022-10-01,2022-10-01,1.0,3,34,263.7058823529412,0.0
11963,0,76327411,15455253974001,BOG,189800.19,restaurante,panadería/pastelería,2022-11-26,2022-12-03,2022-12-02,2022-11-01,2022-12-01,2022-12-01,-1.0,5,88,214.92045454545453,0.0
11964,0,76327411,100260576043196,BOG,209066.51,restaurante,panadería/pastelería,2022-12-10,2022-12-17,2022-12-17,2022-12-01,2022-12-01,2022-12-01,0.0,5,90,211.01111111111112,1.0
11965,0,76327411,89330918009640,BOG,206808.15,restaurante,panadería/pastelería,2023-01-28,2023-02-04,2023-02-04,2023-01-01,2023-02-01,2023-02-01,0.0,5,66,190.3030303030303,1.0
11966,0,76327411,15492806700621,BOG,216350.0,restaurante,panadería/pastelería,2023-05-19,2023-05-26,2023-05-26,2023-05-01,2023-05-01,2023-05-01,0.0,4,48,182.29166666666663,1.0
11967,0,76327411,53356406696774,BOG,246300.0,restaurante,panadería/pastelería,2023-08-26,2023-09-02,2023-09-02,2023-08-01,2023-09-01,2023-09-01,0.0,5,49,179.3265306122449,2.0
11968,1,76364956,27995753116751,BOG,486852.29,restaurante,comida especializada,2022-07-28,2022-08-04,2025-12-31,2022-07-01,2022-08-01,2025-12-01,1245.0,3,22,346.40909090909093,0.0
11969,1,76374385,808146076187,BOG,240267.98,restaurante,empanadas/arepas,2023-08-24,2023-08-31,2025-12-31,2023-08-01,2023-08-01,2025-12-01,853.0,3,27,430.4814814814815,0.0
11970,0,76394896,4401967790395,BOG,118486.6,restaurante,empanadas/arepas,2022-07-26,2022-08-02,2022-08-03,2022-07-01,2022-08-01,2022-08-01,1.0,1,30,511.3333333333333,1.0
11971,0,76394896,5257011352321,BOG,177845.49,restaurante,empanadas/arepas,2022-07-26,2022-08-02,2022-08-03,2022-07-01,2022-08-01,2022-08-01,1.0,1,30,511.3333333333333,1.0
11972,0,76394896,203736293298150,BOG,221045.56,restaurante,empanadas/arepas,2022-08-18,2022-08-25,2022-08-24,2022-08-01,2022-08-01,2022-08-01,-1.0,3,16,776.375,4.0
11973,0,76394896,204194250980925,BOG,58013.53,restaurante,empanadas/arepas,2022-08-18,2022-08-25,2022-08-24,2022-08-01,2022-08-01,2022-08-01,-1.0,3,16,776.375,4.0
11974,0,76394896,8652392222051,BOG,162882.29,restaurante,empanadas/arepas,2022-08-22,2022-08-29,2022-08-29,2022-08-01,2022-08-01,2022-08-01,0.0,0,15,775.0,0.0
11975,0,76419512,35780965884347,BAQ,238064.6,restaurante,comida rápida,2022-09-02,2022-09-09,2022-09-15,2022-09-01,2022-09-01,2022-09-01,6.0,4,43,100.02325581395348,1.0
11976,0,76419512,1544391223324,BAQ,61403.53,restaurante,comida rápida,2022-09-09,2022-09-16,2022-09-15,2022-09-01,2022-09-01,2022-09-01,-1.0,4,53,114.83018867924528,0.0
11977,0,76419512,17568602899280,BAQ,285814.92,restaurante,comida rápida,2022-09-16,2022-09-23,2022-09-27,2022-09-01,2022-09-01,2022-09-01,4.0,4,57,121.87719298245614,0.0
11978,0,76419512,27023744717591,BAQ,492484.5,restaurante,comida rápida,2022-10-07,2022-10-14,1899-12-30,2022-10-01,2022-10-01,1899-12-01,-44848.0,4,52,151.28846153846155,0.0
11979,1,76421566,49192405395021,BOG,492651.22,restaurante,comida rápida,2022-07-28,2022-08-04,2025-12-31,2022-07-01,2022-08-01,2025-12-01,1245.0,3,14,650.5714285714286,0.0
11980,0,76433563,82991983837594,BOG,62234.97,restaurante,parrilla/asadero,2022-03-02,2022-03-09,2022-03-09,2022-03-01,2022-03-01,2022-03-01,0.0,2,7,314.85714285714283,0.0
11981,0,76433563,171315187590768,BOG,143803.84,restaurante,parrilla/asadero,2022-03-03,2022-03-10,2022-03-10,2022-03-01,2022-03-01,2022-03-01,0.0,3,11,223.27272727272728,0.0
11982,0,76433563,71358524225671,BOG,44388.5,restaurante,parrilla/asadero,2022-03-07,2022-03-14,2022-03-13,2022-03-01,2022-03-01,2022-03-01,-1.0,0,18,265.6666666666667,0.0
11983,0,76433563,3489928566611,BOG,46920.26,restaurante,parrilla/asadero,2022-03-08,2022-03-15,2022-03-14,2022-03-01,2022-03-01,2022-03-01,-1.0,1,19,254.68421052631575,0.0
11984,0,76433563,19834631616093,BOG,219742.41,restaurante,parrilla/asadero,2022-03-09,2022-03-16,2022-03-16,2022-03-01,2022-03-01,2022-03-01,0.0,2,23,217.30434782608697,0.0
11985,0,76455631,10609729079768,BOG,118195.58,restaurante,parrilla/asadero,2022-09-03,2022-09-10,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44814.0,5,34,197.05882352941177,1.0
11986,0,76455631,174170981590497,BOG,164498.81,restaurante,parrilla/asadero,2022-09-05,2022-09-12,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44816.0,0,31,253.67741935483872,1.0
11987,0,76703828,5029875169989,BOG,288214.5,restaurante,comida rápida,2022-09-29,2022-10-06,2022-10-05,2022-09-01,2022-10-01,2022-10-01,-1.0,3,20,443.95,1.0
11988,0,76703828,29508798779302,BOG,37579.96,restaurante,comida rápida,2022-10-11,2022-10-18,2022-10-19,2022-10-01,2022-10-01,2022-10-01,1.0,1,19,393.42105263157896,1.0
11989,0,76703828,23950995456266,BOG,186864.82,restaurante,comida rápida,2022-10-15,2022-10-22,2022-10-26,2022-10-01,2022-10-01,2022-10-01,4.0,5,20,434.3,1.0
11990,0,76703828,105011035160021,BOG,312750.98,restaurante,comida rápida,2022-10-22,2022-10-29,2022-11-08,2022-10-01,2022-10-01,2022-11-01,10.0,5,18,463.72222222222223,1.0
11991,0,76703828,18806186780094,BOG,499497.45,restaurante,comida rápida,2022-11-11,2022-11-18,2022-11-28,2022-11-01,2022-11-01,2022-11-01,10.0,4,23,541.5652173913044,1.0
11992,0,76711022,6698823136717,BOG,144000.0,restaurante,panadería/pastelería,2023-09-06,2023-09-13,2023-09-13,2023-09-01,2023-09-01,2023-09-01,0.0,2,32,187.8125,0.0
11993,0,76711022,92311986337352,BOG,45851.9,restaurante,panadería/pastelería,2023-09-15,2023-09-22,2023-09-22,2023-09-01,2023-09-01,2023-09-01,0.0,4,43,202.69767441860463,0.0
11994,0,76712607,61817378760576,BOG,286649.72,restaurante,corrientazo,2023-09-09,2023-09-16,2023-09-20,2023-09-01,2023-09-01,2023-09-01,4.0,5,37,462.97297297297297,1.0
11995,0,76732271,64432408935977,BOG,406975.08,restaurante,parrilla/asadero,2022-08-15,2022-08-22,2022-08-22,2022-08-01,2022-08-01,2022-08-01,0.0,0,39,361.5384615384616,0.0
11996,0,76732271,26887177989897,BOG,273708.94,restaurante,parrilla/asadero,2022-08-26,2022-09-02,2022-09-01,2022-08-01,2022-09-01,2022-09-01,-1.0,4,48,364.2708333333333,3.0
11997,0,76732271,57688339794404,BOG,451077.16,restaurante,parrilla/asadero,2022-09-09,2022-09-16,2022-09-15,2022-09-01,2022-09-01,2022-09-01,-1.0,4,60,374.7166666666666,0.0
11998,0,76732271,50691401984355,BOG,364999.2,restaurante,parrilla/asadero,2022-09-20,2022-09-27,2022-09-27,2022-09-01,2022-09-01,2022-09-01,0.0,1,75,346.1066666666667,0.0
11999,0,76732271,145216257259101,BOG,442424.09,restaurante,parrilla/asadero,2022-10-03,2022-10-10,2022-10-10,2022-10-01,2022-10-01,2022-10-01,0.0,0,76,370.92105263157896,0.0
12000,1,76733213,54429198330702,BOG,382401.79,restaurante,panadería/pastelería,2022-07-08,2022-07-15,2022-08-18,2022-07-01,2022-07-01,2022-08-01,34.0,4,0,0.0,60.0
12001,0,76733213,30063523899214,BOG,497021.9,restaurante,panadería/pastelería,2023-01-30,2023-02-06,2023-02-06,2023-01-01,2023-02-01,2023-02-01,0.0,0,29,479.6896551724138,0.0
12002,0,76733213,215545909545194,BOG,480309.7,restaurante,panadería/pastelería,2023-02-10,2023-02-17,2023-02-17,2023-02-01,2023-02-01,2023-02-01,0.0,4,47,467.7234042553192,0.0
12003,0,76733213,254929872626535,BOG,481500.42,restaurante,panadería/pastelería,2023-02-28,2023-03-07,2023-03-09,2023-02-01,2023-03-01,2023-03-01,2.0,1,70,447.4428571428571,0.0
12004,0,76754686,210588410633771,BAQ,284166.5,hogar,panadería/pastelería/cafetería,2022-09-12,2022-09-19,2022-09-19,2022-09-01,2022-09-01,2022-09-01,0.0,0,37,250.1891891891892,0.0
12005,0,76754686,3667109002395,BAQ,208211.01,hogar,panadería/pastelería/cafetería,2022-09-23,2022-09-30,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44834.0,4,40,224.95,2.0
12006,0,76755146,29492237937955,BAQ,299795.0,restaurante,corrientazo,2023-06-01,2023-06-08,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45085.0,3,16,508.875,1.0
12007,0,76755660,145201325758756,BOG,294806.72,restaurante,panadería/pastelería,2022-11-28,2022-12-05,2022-12-05,2022-11-01,2022-12-01,2022-12-01,0.0,0,43,344.7674418604651,1.0
12008,0,76755660,141376690263970,BOG,309583.34,restaurante,panadería/pastelería,2022-12-19,2022-12-26,2022-12-26,2022-12-01,2022-12-01,2022-12-01,0.0,0,55,455.6,0.0
12009,0,76755660,10037373514235,BOG,247579.0,restaurante,panadería/pastelería,2022-12-28,2023-01-04,2023-01-10,2022-12-01,2023-01-01,2023-01-01,6.0,2,55,517.0363636363636,1.0
12010,0,76755660,449632490231624,BOG,234834.32,restaurante,panadería/pastelería,2023-02-01,2023-02-08,2023-02-09,2023-02-01,2023-02-01,2023-02-01,1.0,2,49,607.1428571428571,1.0
12011,0,76755660,2329081261165,BOG,237513.39,restaurante,panadería/pastelería,2023-02-15,2023-02-22,2023-02-22,2023-02-01,2023-02-01,2023-02-01,0.0,2,36,641.25,1.0
12012,0,76760737,128322750489179,BOG,296884.87,restaurante,empanadas/arepas,2022-10-25,2022-11-01,1899-12-30,2022-10-01,2022-11-01,1899-12-01,-44866.0,1,11,278.90909090909093,1.0
12013,1,76761407,141591693527127,BOG,493308.1,restaurante,panadería/pastelería,2022-07-11,2022-07-18,2025-12-31,2022-07-01,2022-07-01,2025-12-01,1262.0,0,29,399.7931034482759,0.0
12014,0,76782970,64409857330668,BOG,343568.47,restaurante,empanadas/arepas,2022-06-28,2022-07-05,2022-07-04,2022-06-01,2022-07-01,2022-07-01,-1.0,1,10,443.6,4.0
12015,1,76782970,104111976310489,BOG,210810.75,restaurante,empanadas/arepas,2022-07-09,2022-07-16,2022-09-30,2022-07-01,2022-07-01,2022-09-01,76.0,5,14,442.6428571428572,1.0
12016,1,76782970,40692956567103,BOG,336805.71,restaurante,empanadas/arepas,2022-10-31,2022-11-07,2023-07-31,2022-10-01,2022-11-01,2023-07-01,266.0,0,20,653.0,2.0
12017,0,76812060,62152530617907,BAQ,297311.08,comercio,corrientazo,2023-07-06,2023-07-13,2023-07-13,2023-07-01,2023-07-01,2023-07-01,0.0,3,109,292.29357798165137,0.0
12018,0,76812060,63419041696667,BAQ,285934.11,comercio,corrientazo,2023-07-15,2023-07-22,2023-07-22,2023-07-01,2023-07-01,2023-07-01,0.0,5,127,322.73228346456693,0.0
12019,0,76812060,66920933150171,BAQ,299643.27,comercio,corrientazo,2023-07-26,2023-08-02,2023-08-03,2023-07-01,2023-08-01,2023-08-01,1.0,2,177,310.0282485875706,0.0
12020,1,76860125,5437345939144,BOG,117164.37,restaurante,comida rápida,2023-09-01,2023-09-08,2025-12-31,2023-09-01,2023-09-01,2025-12-01,845.0,4,3,257.3333333333333,0.0
12021,0,77102379,130678613391745,BOG,358753.71,restaurante,panadería/pastelería,2022-04-21,2022-04-28,2022-04-29,2022-04-01,2022-04-01,2022-04-01,1.0,3,23,199.08695652173915,1.0
12022,0,77102379,6029461502418,BOG,450526.18,restaurante,panadería/pastelería,2022-05-03,2022-05-10,2022-05-11,2022-05-01,2022-05-01,2022-05-01,1.0,1,32,378.9375,0.0
12023,0,77102379,30495690839080,BOG,463292.64,restaurante,panadería/pastelería,2022-05-12,2022-05-19,2022-05-20,2022-05-01,2022-05-01,2022-05-01,1.0,3,34,415.05882352941177,0.0
12024,0,77102379,3157981673123,BOG,354530.45,restaurante,panadería/pastelería,2022-05-25,2022-06-01,2022-06-02,2022-05-01,2022-06-01,2022-06-01,1.0,2,27,437.14814814814815,1.0
12025,0,77102379,18481860583286,BOG,352519.95,restaurante,panadería/pastelería,2022-06-04,2022-06-11,2022-06-13,2022-06-01,2022-06-01,2022-06-01,2.0,5,27,451.2962962962963,1.0
12026,1,77109336,73049564318996,BOG,158201.86,hogar,corrientazo,2022-11-21,2022-11-28,2025-12-31,2022-11-01,2022-11-01,2025-12-01,1129.0,0,24,765.5,1.0
12027,0,77115754,172420344245494,BOG,133497.0,restaurante,corrientazo,2022-08-11,2022-08-18,2022-08-19,2022-08-01,2022-08-01,2022-08-01,1.0,3,18,350.6666666666667,1.0
12028,1,77115754,8765422121251,BOG,264594.0,restaurante,corrientazo,2022-08-20,2022-08-27,2022-12-15,2022-08-01,2022-08-01,2022-12-01,110.0,5,20,317.2,1.0
12029,1,77115754,3442308194067,BOG,298959.58,restaurante,corrientazo,2023-01-05,2023-01-12,2025-12-31,2023-01-01,2023-01-01,2025-12-01,1084.0,3,3,179.0,0.0
12030,0,77149838,1116003651502,BOG,259613.22,restaurante,corrientazo,2022-03-05,2022-03-12,2022-03-15,2022-03-01,2022-03-01,2022-03-01,3.0,5,5,326.0,0.0
12031,0,77149838,20429647858687,BOG,241132.51,restaurante,corrientazo,2022-03-11,2022-03-18,2022-03-22,2022-03-01,2022-03-01,2022-03-01,4.0,4,12,236.66666666666663,0.0
12032,0,77149838,9363401211676,BOG,248463.79,restaurante,corrientazo,2022-03-19,2022-03-26,2022-03-28,2022-03-01,2022-03-01,2022-03-01,2.0,5,17,213.58823529411765,0.0
12033,0,77149838,32824860437457,BOG,100154.48,restaurante,corrientazo,2022-03-24,2022-03-31,2022-03-30,2022-03-01,2022-03-01,2022-03-01,-1.0,3,23,286.6521739130435,0.0
12034,0,77149838,103355245068490,BOG,132468.2,restaurante,corrientazo,2022-03-26,2022-04-02,2022-03-30,2022-03-01,2022-04-01,2022-03-01,-3.0,5,25,266.84,0.0
12035,0,77155003,132694032480589,BOG,474554.45,restaurante,corrientazo,2022-05-09,2022-05-16,2022-05-16,2022-05-01,2022-05-01,2022-05-01,0.0,0,243,310.47736625514403,0.0
12036,1,77155003,45089776588254,BOG,491567.94,restaurante,corrientazo,2022-05-18,2022-05-25,2022-07-06,2022-05-01,2022-05-01,2022-07-01,42.0,2,234,277.2435897435897,0.0
12037,1,77155003,20636059061788,BOG,160061.01,restaurante,corrientazo,2022-06-17,2022-06-24,2025-12-31,2022-06-01,2022-06-01,2025-12-01,1286.0,4,133,322.5563909774436,0.0
12038,1,77155003,119703077780038,BOG,100857.99,restaurante,corrientazo,2022-06-18,2022-06-25,2025-12-31,2022-06-01,2022-06-01,2025-12-01,1285.0,5,127,315.81102362204723,0.0
12039,1,77155003,52599673878581,BOG,119067.28,restaurante,corrientazo,2022-06-20,2022-06-27,2025-12-31,2022-06-01,2022-06-01,2025-12-01,1283.0,0,123,306.0813008130081,0.0
12040,0,77186459,48895971087929,BAQ,150737.65,restaurante,panadería/pastelería/cafetería,2022-06-28,2022-07-05,2022-07-09,2022-06-01,2022-07-01,2022-07-01,4.0,1,23,576.9565217391304,1.0
12041,0,77186459,27586555518766,BAQ,117661.57,restaurante,panadería/pastelería/cafetería,2022-07-25,2022-08-01,2022-08-02,2022-07-01,2022-08-01,2022-08-01,1.0,0,16,573.625,1.0
12042,0,77186459,94259958506132,BAQ,132154.82,restaurante,panadería/pastelería/cafetería,2022-07-27,2022-08-03,2022-08-04,2022-07-01,2022-08-01,2022-08-01,1.0,2,13,524.7692307692307,1.0
12043,0,77186459,66057763263033,BAQ,126170.42,restaurante,panadería/pastelería/cafetería,2022-08-08,2022-08-15,2022-08-16,2022-08-01,2022-08-01,2022-08-01,1.0,0,17,585.1764705882352,2.0
12044,0,77186459,47468471800249,BAQ,177241.18,restaurante,panadería/pastelería/cafetería,2022-08-25,2022-09-01,2022-09-14,2022-08-01,2022-09-01,2022-09-01,13.0,3,20,490.65,1.0
12045,0,77355386,1770113079100,BOG,93787.08,restaurante,panadería/pastelería,2022-08-19,2022-08-26,2022-08-25,2022-08-01,2022-08-01,2022-08-01,-1.0,4,39,247.46153846153845,0.0
12046,0,77357583,88662184295285,BOG,496710.69,restaurante,corrientazo,2022-03-09,2022-03-16,2022-03-17,2022-03-01,2022-03-01,2022-03-01,1.0,2,15,987.9333333333332,0.0
